chrom	start	end	size	missing	extra	gma	miss_normal	extr_normal	coverage	indis	multi
182219971	1	144382230	144382275	45	40	38	0.178947	0.714285714285714	0.678571428571429	56	FALSE	FALSE
182220070	1	144584249	144584294	45	37	43	0.2	0.660714285714286	0.767857142857143	56	FALSE	FALSE
182220481	1	145296681	145296765	84	17	13	0.0322581	1	0.764705882352941	17	FALSE	FALSE
182220491	1	145301443	145301527	84	16	11	0.0689655	0.941176470588235	0.647058823529412	17	FALSE	FALSE
182220512	1	145312551	145312635	84	16	12	0.0666667	0.941176470588235	0.705882352941177	17	FALSE	FALSE
182220533	1	145326833	145326917	84	16	14	0.0625	0.941176470588235	0.823529411764706	17	FALSE	FALSE
182220542	1	145331600	145331684	84	16	15	0.0606061	0.941176470588235	0.882352941176471	17	FALSE	FALSE
182220551	1	145336356	145336440	84	16	16	0.0588235	0.941176470588235	0.941176470588235	17	FALSE	FALSE
182220567	1	145345864	145345948	84	16	14	0.0625	0.941176470588235	0.823529411764706	17	FALSE	FALSE
182220586	1	145355398	145355482	84	16	16	0.0588235	0.941176470588235	0.941176470588235	17	FALSE	FALSE
182220595	1	145360145	145360229	84	16	18	0.0555556	0.941176470588235	1.05882352941176	17	FALSE	FALSE
182220604	1	145364899	145364983	84	16	18	0.0555556	0.941176470588235	1.05882352941176	17	FALSE	FALSE
182220613	1	145369659	145369743	84	16	16	0.0588235	0.941176470588235	0.941176470588235	17	FALSE	FALSE
182220622	1	145374407	145374491	84	15	15	0.0909091	0.882352941176471	0.882352941176471	17	FALSE	FALSE
182220641	1	145383913	145383997	84	16	16	0.0588235	0.941176470588235	0.941176470588235	17	FALSE	FALSE
182220725	1	145507801	145507857	56	23	22	0.338235	0.511111111111111	0.488888888888889	45	FALSE	FALSE
182220726	1	145509263	145509308	45	27	26	0.361446	0.482142857142857	0.464285714285714	56	FALSE	FALSE
182221067	1	146353377	146353422	45	41	37	0.170213	0.732142857142857	0.660714285714286	56	FALSE	FALSE
182221216	1	146728270	146728328	58	0	2	0.956522	0	0.0465116279069767	43	FALSE	FALSE
182221638	1	148080955	148081011	56	22	23	0.347826	0.488888888888889	0.511111111111111	45	FALSE	FALSE
182221639	1	148082417	148082462	45	26	27	0.369048	0.464285714285714	0.482142857142857	56	FALSE	FALSE
182221828	1	148491915	148491960	45	28	27	0.345238	0.5	0.482142857142857	56	FALSE	FALSE
182222006	1	149020363	149020408	45	30	29	0.313953	0.535714285714286	0.517857142857143	56	FALSE	FALSE
182222209	1	149525814	149525898	84	15	20	0.0789474	0.882352941176471	1.17647058823529	17	FALSE	FALSE
182222216	1	149530543	149530627	84	16	23	0.0487805	0.941176470588235	1.35294117647059	17	FALSE	FALSE
182222230	1	149540045	149540129	84	16	19	0.0540541	0.941176470588235	1.11764705882353	17	FALSE	FALSE
182222238	1	149544782	149544866	84	16	17	0.0571429	0.941176470588235	1	17	FALSE	FALSE
182222246	1	149549519	149549603	84	16	15	0.0606061	0.941176470588235	0.882352941176471	17	FALSE	FALSE
182222270	1	149575129	149575174	45	27	27	0.357143	0.482142857142857	0.482142857142857	56	FALSE	FALSE
182253125	1	228608760	228608850	90	11	6	0.0555556	1	0.545454545454545	11	FALSE	FALSE
182253130	1	228611001	228611091	90	11	6	0.0555556	1	0.545454545454545	11	FALSE	FALSE
182253135	1	228613242	228613332	90	11	6	0.0555556	1	0.545454545454545	11	FALSE	FALSE
182253140	1	228615483	228615573	90	9	4	0.1875	0.818181818181818	0.363636363636364	11	FALSE	FALSE
182253145	1	228617724	228617814	90	10	6	0.111111	0.909090909090909	0.545454545454545	11	FALSE	FALSE
182253151	1	228619965	228620045	80	14	18	0.2	0.666666666666667	0.857142857142857	21	FALSE	FALSE
182253162	1	228624400	228624490	90	10	9	0.0952381	0.909090909090909	0.818181818181818	11	FALSE	FALSE
182253172	1	228628881	228628971	90	10	8	0.1	0.909090909090909	0.727272727272727	11	FALSE	FALSE
182253177	1	228631123	228631213	90	9	11	0.130435	0.818181818181818	1	11	FALSE	FALSE
182253182	1	228633364	228633454	90	9	17	0.103448	0.818181818181818	1.54545454545455	11	FALSE	FALSE
182253192	1	228637829	228637919	90	9	18	0.1	0.818181818181818	1.63636363636364	11	FALSE	FALSE
182253198	1	228640070	228640150	80	14	13	0.228571	0.666666666666667	0.619047619047619	21	FALSE	FALSE
182253203	1	228642301	228642391	90	10	18	0.0666667	0.909090909090909	1.63636363636364	11	FALSE	FALSE
182253209	1	228644542	228644622	80	16	13	0.171429	0.761904761904762	0.619047619047619	21	FALSE	FALSE
182259698	1	243525803	243525847	44	0	1	0.983051	0	0.0175438596491228	57	FALSE	FALSE
182280256	10	38767219	38767270	51	34	37	0.193182	0.68	0.74	50	FALSE	FALSE
182280808	10	42205226	42205277	51	35	29	0.2	0.7	0.58	50	FALSE	FALSE
182282925	10	46909071	46909123	52	25	24	0.337838	0.510204081632653	0.489795918367347	49	FALSE	FALSE
182283380	10	48142721	48142773	52	24	25	0.346667	0.489795918367347	0.510204081632653	49	FALSE	FALSE
182335574	11	45900336	45900388	52	34	33	0.192771	0.693877551020408	0.673469387755102	49	FALSE	FALSE
182352566	11	89743316	89743370	54	26	22	0.314286	0.553191489361702	0.468085106382979	47	FALSE	FALSE
182352615	11	89901230	89901278	48	26	28	0.341463	0.490566037735849	0.528301886792453	53	FALSE	FALSE
182352656	11	89943271	89943319	48	28	26	0.325	0.528301886792453	0.490566037735849	53	FALSE	FALSE
182352703	11	90096551	90096605	54	23	27	0.333333	0.48936170212766	0.574468085106383	47	FALSE	FALSE
182424295	13	18548723	18548767	44	32	32	0.288889	0.56140350877193	0.56140350877193	57	FALSE	FALSE
182462261	14	16117752	16117803	51	24	24	0.36	0.48	0.48	50	FALSE	FALSE
182462604	14	19121876	19121926	50	28	25	0.311688	0.549019607843137	0.490196078431373	51	FALSE	FALSE
182462708	14	19278068	19278118	50	24	27	0.35443	0.470588235294118	0.529411764705882	51	FALSE	FALSE
182465570	14	26917506	26917568	62	0	1	0.97561	0	0.0256410256410256	39	FALSE	FALSE
182496462	14	105561108	105561171	63	21	19	0.310345	0.552631578947368	0.5	38	FALSE	FALSE
182496641	14	105681525	105681588	63	19	21	0.333333	0.5	0.552631578947368	38	FALSE	FALSE
182497355	15	20022430	20022474	44	29	30	0.329545	0.508771929824561	0.526315789473684	57	FALSE	FALSE
182497735	15	20515076	20515120	44	47	54	0.0982143	0.824561403508772	0.947368421052632	57	FALSE	FALSE
182497933	15	21029078	21029122	44	30	29	0.321839	0.526315789473684	0.508771929824561	57	FALSE	FALSE
182498594	15	22485941	22485985	44	45	44	0.127451	0.789473684210526	0.771929824561403	57	FALSE	FALSE
182498717	15	22776661	22776718	57	22	19	0.359375	0.5	0.431818181818182	44	FALSE	FALSE
182498966	15	23294798	23294842	44	47	41	0.111111	0.824561403508772	0.719298245614035	57	FALSE	FALSE
182501020	15	28331050	28331094	44	45	45	0.126214	0.789473684210526	0.789473684210526	57	FALSE	FALSE
182501218	15	28580535	28580579	44	46	47	0.114286	0.807017543859649	0.824561403508772	57	FALSE	FALSE
182501331	15	28851075	28851132	57	20	22	0.373134	0.454545454545455	0.5	44	FALSE	FALSE
182506982	15	43614185	43614236	51	24	26	0.350649	0.48	0.52	50	FALSE	FALSE
182507027	15	43713647	43713698	51	26	24	0.333333	0.52	0.48	50	FALSE	FALSE
182540698	16	20487127	20487180	53	17	22	0.450704	0.354166666666667	0.458333333333333	48	FALSE	FALSE
182540724	16	20536755	20536808	53	22	17	0.409091	0.458333333333333	0.354166666666667	48	FALSE	FALSE
182541379	16	21748788	21748841	53	23	22	0.366197	0.479166666666667	0.458333333333333	48	FALSE	FALSE
182541776	16	22564911	22564964	53	22	23	0.375	0.458333333333333	0.479166666666667	48	FALSE	FALSE
182548618	16	34440345	34440389	44	27	31	0.348315	0.473684210526316	0.543859649122807	57	FALSE	FALSE
182549466	16	34971447	34971491	44	30	27	0.329412	0.526315789473684	0.473684210526316	57	FALSE	FALSE
182587235	17	36265754	36265798	44	46	45	0.116505	0.807017543859649	0.789473684210526	57	FALSE	FALSE
182587261	17	36322599	36322643	44	48	54	0.0892857	0.842105263157895	0.947368421052632	57	FALSE	FALSE
182588025	17	37990290	37990334	44	46	45	0.116505	0.807017543859649	0.789473684210526	57	FALSE	FALSE
182588032	17	38002747	38002791	44	46	48	0.113208	0.807017543859649	0.842105263157895	57	FALSE	FALSE
182588055	17	38069835	38069879	44	45	41	0.131313	0.789473684210526	0.719298245614035	57	FALSE	FALSE
182588078	17	38126682	38126726	44	33	30	0.284091	0.578947368421053	0.526315789473684	57	FALSE	FALSE
182588099	17	38193784	38193828	44	31	32	0.3	0.543859649122807	0.56140350877193	57	FALSE	FALSE
182592266	17	45602111	45602163	52	33	36	0.197674	0.673469387755102	0.73469387755102	49	FALSE	FALSE
182592279	17	45602652	45602710	58	20	22	0.363636	0.465116279069767	0.511627906976744	43	FALSE	FALSE
182592591	17	46243238	46243296	58	23	20	0.328125	0.534883720930233	0.465116279069767	43	FALSE	FALSE
182592601	17	46243774	46243826	52	33	32	0.207317	0.673469387755102	0.653061224489796	49	FALSE	FALSE
182598446	17	60020320	60020364	44	28	31	0.337079	0.491228070175439	0.543859649122807	57	FALSE	FALSE
182598447	17	60021584	60021628	44	30	25	0.337349	0.526315789473684	0.43859649122807	57	FALSE	FALSE
182598479	17	60124918	60124962	44	26	30	0.363636	0.456140350877193	0.526315789473684	57	FALSE	FALSE
182598480	17	60126182	60126226	44	30	27	0.329412	0.526315789473684	0.473684210526316	57	FALSE	FALSE
182672152	19	49961003	49961052	49	25	27	0.35	0.480769230769231	0.519230769230769	52	FALSE	FALSE
182672162	19	49969695	49969744	49	27	24	0.337662	0.519230769230769	0.461538461538462	52	FALSE	FALSE
182712351	2	87169538	87169587	49	26	26	0.341772	0.5	0.5	52	FALSE	FALSE
182712353	2	87176752	87176803	51	22	26	0.376623	0.44	0.52	50	FALSE	FALSE
182713835	2	91466993	91467039	46	4	4	0.866667	0.0727272727272727	0.0727272727272727	55	FALSE	TRUE
182714170	2	91846247	91846302	55	1	0	0.978723	0.0217391304347826	0	46	FALSE	FALSE
182715616	2	97062397	97062441	44	24	26	0.404762	0.421052631578947	0.456140350877193	57	FALSE	FALSE
182715697	2	97320111	97320155	44	35	36	0.244681	0.614035087719298	0.631578947368421	57	FALSE	FALSE
182715714	2	97388350	97388394	44	36	34	0.23913	0.631578947368421	0.596491228070175	57	FALSE	FALSE
182720480	2	110246532	110246586	54	22	20	0.382353	0.468085106382979	0.425531914893617	47	FALSE	FALSE
182720527	2	110422868	110422922	54	21	22	0.385714	0.446808510638298	0.468085106382979	47	FALSE	FALSE
182720981	2	111788665	111788716	51	25	22	0.356164	0.5	0.44	50	FALSE	FALSE
182720983	2	111795877	111795926	49	25	26	0.35443	0.480769230769231	0.5	52	FALSE	FALSE
182721649	2	113451356	113451413	57	34	34	0.139241	0.772727272727273	0.772727272727273	44	FALSE	FALSE
182752280	2	197487042	197487094	52	26	29	0.303797	0.530612244897959	0.591836734693878	49	FALSE	FALSE
182780902	20	25797178	25797229	51	23	26	0.363636	0.46	0.52	50	FALSE	FALSE
182781066	20	26058676	26058727	51	26	24	0.333333	0.52	0.48	50	FALSE	FALSE
182798684	21	5058878	5058935	57	18	19	0.421875	0.409090909090909	0.431818181818182	44	FALSE	FALSE
182799064	21	6157767	6157827	60	13	14	0.517857	0.317073170731707	0.341463414634146	41	FALSE	FALSE
182799590	21	8209487	8209546	59	26	21	0.265625	0.619047619047619	0.5	42	FALSE	FALSE
182799730	21	8392522	8392581	59	27	30	0.219178	0.642857142857143	0.714285714285714	42	FALSE	FALSE
182800142	21	8988029	8988088	59	26	27	0.242857	0.619047619047619	0.642857142857143	42	FALSE	FALSE
182801006	21	13177008	13177052	44	32	32	0.288889	0.56140350877193	0.56140350877193	57	FALSE	FALSE
182817750	22	12998547	12998598	51	23	25	0.368421	0.46	0.5	50	FALSE	FALSE
182819263	22	18350260	18350315	55	36	36	0.13253	0.782608695652174	0.782608695652174	46	FALSE	FALSE
182991393	5	21884264	21884316	52	29	26	0.276316	0.591836734693878	0.530612244897959	49	FALSE	FALSE
183008048	5	69926380	69926428	48	41	47	0.128713	0.773584905660377	0.886792452830189	53	FALSE	FALSE
183008191	5	70191694	70191742	48	39	37	0.164835	0.735849056603774	0.69811320754717	53	FALSE	FALSE
183008490	5	70801429	70801477	48	41	46	0.13	0.773584905660377	0.867924528301887	53	FALSE	FALSE
183008696	5	71192087	71192135	48	41	37	0.142857	0.773584905660377	0.69811320754717	53	FALSE	FALSE
183018727	5	99422438	99422507	69	13	16	0.408163	0.40625	0.5	32	FALSE	FALSE
183018790	5	99580330	99580374	44	1	0	0.982759	0.0175438596491228	0	57	FALSE	FALSE
183019056	5	100342768	100342837	69	15	13	0.391304	0.46875	0.40625	32	FALSE	FALSE
183046683	5	176238775	176238827	52	26	27	0.311688	0.530612244897959	0.551020408163265	49	FALSE	FALSE
183047446	5	177671831	177671883	52	26	27	0.311688	0.530612244897959	0.551020408163265	49	FALSE	FALSE
183060212	6	26728569	26728613	44	38	40	0.204082	0.666666666666667	0.701754385964912	57	FALSE	FALSE
183060248	6	26773073	26773117	44	38	39	0.206186	0.666666666666667	0.684210526315789	57	FALSE	FALSE
183068949	6	46848013	46848057	44	0	1	0.983051	0	0.0175438596491228	57	FALSE	FALSE
183072946	6	57815483	57815527	44	37	33	0.230769	0.649122807017544	0.578947368421053	57	FALSE	FALSE
183141822	7	65166967	65167022	55	34	31	0.166667	0.739130434782609	0.673913043478261	46	FALSE	FALSE
183142086	7	65528968	65529023	55	30	36	0.204819	0.652173913043478	0.782608695652174	46	FALSE	FALSE
183142156	7	65673603	65673658	55	32	31	0.192308	0.695652173913043	0.673913043478261	46	FALSE	FALSE
183175206	7	143748499	143748554	55	23	24	0.338028	0.5	0.521739130434783	46	FALSE	FALSE
183187316	8	7385321	7385376	55	23	21	0.352941	0.5	0.456521739130435	46	FALSE	FALSE
183187464	8	7926519	7926574	55	21	24	0.366197	0.456521739130435	0.521739130434783	46	FALSE	FALSE
183254826	9	38909167	38909221	54	33	32	0.1875	0.702127659574468	0.680851063829787	47	FALSE	FALSE
183254844	9	38944247	38944297	50	28	22	0.324324	0.549019607843137	0.431372549019608	51	FALSE	FALSE
183255435	9	40458666	40458725	59	29	27	0.2	0.69047619047619	0.642857142857143	42	FALSE	FALSE
183255575	9	40619262	40619313	51	40	36	0.126437	0.8	0.72	50	FALSE	FALSE
183255827	9	41176078	41176135	57	33	36	0.148148	0.75	0.818181818181818	44	FALSE	FALSE
183256036	9	41581009	41581062	53	28	33	0.256098	0.583333333333333	0.6875	48	FALSE	FALSE
183256191	9	41905275	41905319	44	30	22	0.35	0.526315789473684	0.385964912280702	57	FALSE	FALSE
183257223	9	61791249	61791302	53	31	26	0.24	0.645833333333333	0.541666666666667	48	FALSE	FALSE
183257380	9	62133586	62133640	54	30	29	0.233766	0.638297872340426	0.617021276595745	47	FALSE	FALSE
183257619	9	63020836	63020887	51	43	47	0.0816327	0.86	0.94	50	FALSE	FALSE
183257735	9	63166239	63166298	59	25	27	0.257143	0.595238095238095	0.642857142857143	42	FALSE	FALSE
183257766	9	63294203	63294262	59	31	29	0.166667	0.738095238095238	0.69047619047619	42	FALSE	FALSE
183257885	9	63418486	63418537	51	42	37	0.102273	0.84	0.74	50	FALSE	FALSE
183258355	9	64598744	64598803	59	27	28	0.225352	0.642857142857143	0.666666666666667	42	FALSE	FALSE
183258471	9	64742475	64742526	51	44	44	0.0736842	0.88	0.88	50	FALSE	FALSE
183258729	9	65227975	65228026	51	40	44	0.115789	0.8	0.88	50	FALSE	FALSE
183258949	9	65689184	65689241	57	33	29	0.162162	0.75	0.659090909090909	44	FALSE	FALSE
183259032	9	65793963	65794014	51	38	39	0.144444	0.76	0.78	50	FALSE	FALSE
183259151	9	65917593	65917652	59	27	27	0.228571	0.642857142857143	0.642857142857143	42	FALSE	FALSE
183259618	9	67282144	67282188	44	22	29	0.413793	0.385964912280702	0.508771929824561	57	FALSE	FALSE
183259676	9	67419650	67419700	50	23	29	0.358025	0.450980392156863	0.568627450980392	51	FALSE	FALSE
183259690	9	67454728	67454782	54	31	36	0.202381	0.659574468085106	0.765957446808511	47	FALSE	FALSE
183259885	9	68255140	68255197	57	33	35	0.15	0.75	0.795454545454545	44	FALSE	FALSE
183290171	X	20067	20127	60	18	23	0.369231	0.439024390243902	0.560975609756098	41	FALSE	FALSE
183290383	X	341494	341554	60	21	20	0.33871	0.51219512195122	0.48780487804878	41	FALSE	FALSE
183290849	X	581843	581892	49	24	28	0.358025	0.461538461538462	0.538461538461538	52	FALSE	FALSE
183290959	X	644419	644463	44	25	32	0.366667	0.43859649122807	0.56140350877193	57	FALSE	FALSE
183290966	X	651380	651441	61	20	20	0.344262	0.5	0.5	40	FALSE	FALSE
183291031	X	682710	682776	66	18	17	0.339623	0.514285714285714	0.485714285714286	35	FALSE	FALSE
183291672	X	1059024	1059075	51	28	22	0.315068	0.56	0.44	50	FALSE	FALSE
183292013	X	1210850	1210906	56	23	22	0.338235	0.511111111111111	0.488888888888889	45	FALSE	FALSE
183292020	X	1212409	1212464	55	23	23	0.342857	0.5	0.5	46	FALSE	FALSE
183292049	X	1224841	1224905	64	19	18	0.339286	0.513513513513513	0.486486486486487	37	FALSE	FALSE
183292670	X	1527794	1527849	55	24	22	0.333333	0.521739130434783	0.478260869565217	46	FALSE	FALSE
183292825	X	1625521	1625581	60	23	18	0.316667	0.560975609756098	0.439024390243902	41	FALSE	FALSE
183292851	X	1646610	1646673	63	19	19	0.344828	0.5	0.5	38	FALSE	FALSE
183292981	X	1720689	1720734	45	29	27	0.333333	0.517857142857143	0.482142857142857	56	FALSE	FALSE
183293203	X	1889697	1889762	65	15	21	0.37931	0.416666666666667	0.583333333333333	36	FALSE	FALSE
183293891	X	2565824	2565871	47	29	25	0.325	0.537037037037037	0.462962962962963	54	FALSE	FALSE
183308864	X	36988684	36988735	51	24	27	0.346154	0.48	0.54	50	FALSE	FALSE
183314216	X	49325163	49325236	73	14	16	0.333333	0.5	0.571428571428571	28	FALSE	FALSE
183314221	X	49334709	49334782	73	16	14	0.302326	0.571428571428571	0.5	28	FALSE	FALSE
183314979	X	51685661	51685728	67	2	0	0.942857	0.0588235294117647	0	34	FALSE	FALSE
183315121	X	52062531	52062575	44	27	26	0.369048	0.473684210526316	0.456140350877193	57	FALSE	FALSE
183315160	X	52191520	52191564	44	27	27	0.364706	0.473684210526316	0.473684210526316	57	FALSE	FALSE
183327346	X	89439922	89439982	60	20	22	0.34375	0.48780487804878	0.536585365853659	41	FALSE	FALSE
183327418	X	89658842	89658887	45	26	29	0.360465	0.464285714285714	0.517857142857143	56	FALSE	FALSE
183350861	X	153077132	153077185	53	25	22	0.338028	0.520833333333333	0.458333333333333	48	FALSE	FALSE
183350893	X	153131443	153131493	50	24	25	0.363636	0.470588235294118	0.490196078431373	51	FALSE	FALSE
183350965	X	153268446	153268496	50	25	24	0.355263	0.490196078431373	0.470588235294118	51	FALSE	FALSE
183352168	Y	20067	20127	60	23	18	0.316667	0.560975609756098	0.439024390243902	41	FALSE	FALSE
183352380	Y	341494	341554	60	20	21	0.349206	0.48780487804878	0.51219512195122	41	FALSE	FALSE
183352846	Y	581843	581892	49	28	24	0.324675	0.538461538461538	0.461538461538462	52	FALSE	FALSE
183352956	Y	644419	644463	44	32	25	0.313253	0.56140350877193	0.43859649122807	57	FALSE	FALSE
183352963	Y	651380	651441	61	20	20	0.344262	0.5	0.5	40	FALSE	FALSE
183353028	Y	682710	682776	66	17	18	0.351852	0.485714285714286	0.514285714285714	35	FALSE	FALSE
183353669	Y	1059024	1059075	51	22	28	0.367089	0.44	0.56	50	FALSE	FALSE
183354010	Y	1210850	1210906	56	22	23	0.347826	0.488888888888889	0.511111111111111	45	FALSE	FALSE
183354017	Y	1212409	1212464	55	23	23	0.342857	0.5	0.5	46	FALSE	FALSE
183354046	Y	1224841	1224905	64	18	19	0.350877	0.486486486486487	0.513513513513513	37	FALSE	FALSE
183354667	Y	1527794	1527849	55	22	24	0.352113	0.478260869565217	0.521739130434783	46	FALSE	FALSE
183354822	Y	1625521	1625581	60	18	23	0.369231	0.439024390243902	0.560975609756098	41	FALSE	FALSE
183354848	Y	1646610	1646673	63	19	19	0.344828	0.5	0.5	38	FALSE	FALSE
183354978	Y	1720689	1720734	45	27	29	0.348837	0.482142857142857	0.517857142857143	56	FALSE	FALSE
183355200	Y	1889697	1889762	65	21	15	0.307692	0.583333333333333	0.416666666666667	36	FALSE	FALSE
183355888	Y	2565824	2565871	47	25	29	0.357143	0.462962962962963	0.537037037037037	54	FALSE	FALSE
183356267	Y	3095227	3095287	60	22	20	0.322581	0.536585365853659	0.48780487804878	41	FALSE	FALSE
183356343	Y	3320219	3320264	45	29	26	0.337349	0.517857142857143	0.464285714285714	56	FALSE	FALSE
183363431	Y	17579970	17580015	45	32	30	0.287356	0.571428571428571	0.535714285714286	56	FALSE	FALSE
183363531	Y	17766290	17766350	60	17	22	0.390625	0.414634146341463	0.536585365853659	41	FALSE	FALSE
183363583	Y	17840374	17840423	49	34	32	0.223529	0.653846153846154	0.615384615384615	52	FALSE	FALSE
183363599	Y	17851843	17851914	71	14	15	0.369565	0.466666666666667	0.5	30	FALSE	FALSE
183363734	Y	18065588	18065637	49	32	32	0.247059	0.615384615384615	0.615384615384615	52	FALSE	FALSE
183363894	Y	18325992	18326037	45	31	32	0.292135	0.553571428571429	0.571428571428571	56	FALSE	FALSE
183363937	Y	18413929	18414001	72	16	15	0.311111	0.551724137931034	0.517241379310345	29	FALSE	FALSE
